ItemName,RawMaterial,Qty,Unit,Department
"Water Chesnut, PANEER, BABY CORN, BROCOLLI In Sambal Sauce",Baby Corn,80.0,GM,
Mushroom Paneer Babycorn In Red Chilli Flakes,Baby Corn,80.0,GM,
Methi Malai Mutter,Amul Cream,80.0,ML,
Methi Malai Mutter,Amul Cream,80.0,ML,
VEG MAKHANWALA,FRESH BEANS,80.0,GM,
VEG MAKHANWALA,FRESH BEANS,80.0,GM,
Devil Chicken,CHILLY PASTE,80.0,GM,
Kung Pao Chicken,CHILLY PASTE,80.0,GM,
KUNG PAO TOFU,CHILLY PASTE,80.0,GM,
KUNG PAO PANEER,CHILLY PASTE,80.0,GM,
Bukhara Kofta Curry,Malai Paneer,80.0,GM,
Bukhara Kofta Curry,Malai Paneer,80.0,GM,
Paneer Khurchan,ONION SAUCE MAKE,80.0,GM,
Maratha Lamb,ONION SAUCE MAKE,80.0,GM,
Paneer Khurchan,ONION SAUCE MAKE,80.0,GM,
Maratha Chicken,ONION SAUCE MAKE,80.0,GM,
Pindi Chana,ONION SAUCE MAKE,80.0,GM,
Pindi Chana,ONION SAUCE MAKE,80.0,GM,
Maratha Chicken,ONION SAUCE MAKE,80.0,GM,
Maratha Lamb,ONION SAUCE MAKE,80.0,GM,
Diwani Handi,WHITE SAUCE MAKE,80.0,GM,
Diwani Handi,WHITE SAUCE MAKE,80.0,GM,
Bukhara Kofta Curry,ONION TOMATO MASALA,80.0,GM,
VEG SONERI,ONION TOMATO MASALA,80.0,GM,
Diwani Handi,ONION TOMATO MASALA,80.0,GM,
Maratha Chicken,ONION TOMATO MASALA,80.0,GM,
Murgh -ka-salan,ONION TOMATO MASALA,80.0,GM,
Diwani Handi,ONION TOMATO MASALA,80.0,GM,
Bukhara Kofta Curry,ONION TOMATO MASALA,80.0,GM,
Ghost Hara Pyaaz,ONION TOMATO MASALA,80.0,GM,
Nalli Kashmiri Rogan,ONION TOMATO MASALA,80.0,GM,
PANEER BUTTER MASALA,ONION TOMATO MASALA,80.0,GM,
Subzi Kofta Masala,ONION TOMATO MASALA,80.0,GM,
Avadhi Lamb,ONION TOMATO MASALA,80.0,GM,
Paneer Kofta Hara Masala,ONION TOMATO MASALA,80.0,GM,
Maratha Lamb,ONION TOMATO MASALA,80.0,GM,
Murgh -ka-salan,ONION TOMATO MASALA,80.0,GM,
Paneer Tikka Masala,ONION TOMATO MASALA,80.0,GM,
ALOO MUTTER,ONION TOMATO MASALA,80.0,GM,
VEG SONERI,ONION TOMATO MASALA,80.0,GM,
Multani Mutton,ONION TOMATO MASALA,80.0,GM,
Nalli Kashmiri Rogan,ONION TOMATO MASALA,80.0,GM,
VEG LAHORI,ONION TOMATO MASALA,80.0,GM,
Dehati Lamb,ONION TOMATO MASALA,80.0,GM,
Paneer Khurchan,ONION TOMATO MASALA,80.0,GM,
Mirchi Ka Salan,ONION TOMATO MASALA,80.0,GM,
VEG LAHORI,ONION TOMATO MASALA,80.0,GM,
Avadhi Chicken,ONION TOMATO MASALA,80.0,GM,
Mirchi Ka Salan,ONION TOMATO MASALA,80.0,GM,
Multani Murgh,ONION TOMATO MASALA,80.0,GM,
Reshmi Paneer,ONION TOMATO MASALA,80.0,GM,
Maratha Lamb,ONION TOMATO MASALA,80.0,GM,
PANEER BUTTER MASALA,ONION TOMATO MASALA,80.0,GM,
Dehati Murg,ONION TOMATO MASALA,80.0,GM,
Avadhi Chicken,ONION TOMATO MASALA,80.0,GM,
Dhabe Da Lamb,ONION TOMATO MASALA,80.0,GM,
Paneer Khurchan,ONION TOMATO MASALA,80.0,GM,
Subzi Kofta Masala,ONION TOMATO MASALA,80.0,GM,
Dehati Murg,ONION TOMATO MASALA,80.0,GM,
Multani Murgh,ONION TOMATO MASALA,80.0,GM,
Maratha Chicken,ONION TOMATO MASALA,80.0,GM,
Murg Tikka Nawabi,ONION TOMATO MASALA,80.0,GM,
Paneer Tikka Masala,ONION TOMATO MASALA,80.0,GM,
Dhabe Da Murg,ONION TOMATO MASALA,80.0,GM,
Rajasthani Laal Maas,ONION TOMATO MASALA,80.0,GM,
Dhabe Da Lamb,ONION TOMATO MASALA,80.0,GM,
Ghost Hara Pyaaz,ONION TOMATO MASALA,80.0,GM,
Avadhi Lamb,ONION TOMATO MASALA,80.0,GM,
Dehati Lamb,ONION TOMATO MASALA,80.0,GM,
Murg Pudhina Masala,ONION TOMATO MASALA,80.0,GM,
Rajasthani Laal Maas,ONION TOMATO MASALA,80.0,GM,
Multani Mutton,ONION TOMATO MASALA,80.0,GM,
Paneer Kofta Hara Masala,ONION TOMATO MASALA,80.0,GM,
Zafrani Chicken,ONION TOMATO MASALA,80.0,GM,
Dhabe Da Murg,ONION TOMATO MASALA,80.0,GM,
Murg Tikka Nawabi,ONION TOMATO MASALA,80.0,GM,
ALOO MUTTER,ONION TOMATO MASALA,80.0,GM,
Murg Pudhina Masala,ONION TOMATO MASALA,80.0,GM,
Reshmi Paneer,ONION TOMATO MASALA,80.0,GM,
Zafrani Chicken,ONION TOMATO MASALA,80.0,GM,
ANGOORI RABDI,Sugar,96.0,GM,
KULFI RABDI FALOODA,Sugar,96.0,GM,
Kori Roti,ROTI,100.0,GM,
Healthy Wealthy Salad,Apple,100.0,GM,
Kokum Rus,Lemon,100.0,GM,
MUSHROOM DO PYAZA,Onion,100.0,GM,
MUSHROOM DO PYAZA,Onion,100.0,GM,
LUCKNOWI CHICKEN,Onion,100.0,GM,
LUCKNOWI CHICKEN,Onion,100.0,GM,
VEG SANDWICH,Potato,100.0,GM,
Kolkata VEG Biryani,Potato,100.0,GM,
Kolkata VEG Biryani,Potato,100.0,GM,
Amaercian Cole Slaw,Cabbage,100.0,GM,
SZECHWAN NOODLE,Cabbage,100.0,GM,
HONG KONG NOODLES,Cabbage,100.0,GM,
HAKKA NOODLES,Cabbage,100.0,GM,
AMERICAN CHOPSUEY,Cabbage,100.0,GM,
WONTON STEAM /FRY,Cabbage,100.0,GM,
Amaercian Cole Slaw,Carrots,100.0,GM,
Subzi Kurkure Kebab,Spinach,100.0,GM,
Hari Subzi Aur Makai Ki Sheek,Spinach,100.0,GM,
Ghost Hara Pyaaz,Spinach,100.0,GM,
Ghost Hara Pyaaz,Spinach,100.0,GM,
Tomato Rice,Tomatos,100.0,GM,
LUCKNOWI CHICKEN,Tomatos,100.0,GM,
LUCKNOWI CHICKEN,Tomatos,100.0,GM,
"Brocoli,babycorn Mushroom Sizzle Chilly",Broccoli,100.0,GM,
Subzi Ka Mela,Broccoli,100.0,GM,
"Mushroom,PANEER, Babycorn In Red Chilli Flakes",Baby Corn,100.0,GM,
Moong Dal Aur Methi Ki Subzi,Moong Dal,100.0,GM,
Moong Dal Aur Methi Ki Subzi,Moong Dal,100.0,GM,
Paneer Lawabdar,Amul Cream,100.0,ML,
PANEER MAKHANWALA,Amul Cream,100.0,ML,
Amritsari Dal,Amul Cream,100.0,ML,
PANEER MAKHANWALA,Amul Cream,100.0,ML,
Paneer Lawabdar,Amul Cream,100.0,ML,
Amritsari Dal,Amul Cream,100.0,ML,
Appam (2pc),Appam Rice,100.0,GM,
Neer Dosa(4pc),Appam Rice,100.0,GM,
ALOO MUTTER,GREEN PEAS,100.0,GM,
ALOO MUTTER,GREEN PEAS,100.0,GM,
Ghee Rice,Milk 3 Fat,100.0,GM,
Subzi Ka Mela,Red masala,100.0,GM,
Mushroom Galauti,Red masala,100.0,GM,
Edemunchi Chicken,Refind Oil,100.0,ML,
Cheese & Garlic Naan,Cheese Amul,100.0,GM,
Cheese Aur Subz Ki Sheek,Cheese Amul,100.0,GM,
Clams Chilly & Coriander,Coconut Big,100.0,GM,
VEG KOLHAPURI,FRESH BEANS,100.0,GM,
Phalguni Sabzi,FRESH BEANS,100.0,GM,
VEG KOLHAPURI,FRESH BEANS,100.0,GM,
VEG LAHORI,FRESH BEANS,100.0,GM,
Phalguni Sabzi,FRESH BEANS,100.0,GM,
VEG LAHORI,FRESH BEANS,100.0,GM,
Ghost Sofiana,Fresh Cream,100.0,ML,
Ghost Sofiana,Fresh Cream,100.0,ML,
Methi Paneer,Methi Fresh,100.0,GM,
Methi Paneer,Methi Fresh,100.0,GM,
Subzi Bhara Aloo,Malai Paneer,100.0,GM,
Bhara Hua Aloo,Malai Paneer,100.0,GM,
Mushroom Paneer Babycorn In Red Chilli Flakes,Malai Paneer,100.0,GM,
Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Malai Paneer,100.0,GM,
"Mushroom,PANEER, Babycorn In Red Chilli Flakes",Malai Paneer,100.0,GM,
Subzi Ka Mela,Malai Paneer,100.0,GM,
Ghost Hara Pyaaz,SPRING ONION,100.0,GM,
Ghost Hara Pyaaz,SPRING ONION,100.0,GM,
WONTON STEAM /FRY,Wonton Patta,100.0,GM,
Subzi Ka Mela,green masala,100.0,GM,
Mushroom Galauti,white masala,100.0,GM,
Subzi Ka Mela,white masala,100.0,GM,
Kumbh Makai Palak,AMERICAN CORN,100.0,GM,
Kumbh Makai Palak,AMERICAN CORN,100.0,GM,
Tandoori Platter,reshmi masala,100.0,GM,
Mushroom Galauti,yellow masala,100.0,GM,
"Mushroom,PANEER, Babycorn In Red Chilli Flakes",Fresh Mushroom,100.0,GM,
Amaercian Cole Slaw,Veg Mayonnaise,100.0,GM,
Ceasar Salad,Iceberg Lettuce,100.0,GM,
CHICKEN GRILLED SANDWICH,Iceberg Lettuce,100.0,GM,
Chatpata Paneer,MINT SAUCE MAKE,100.0,GM,
Hyderabadi VEG Biryani,MINT SAUCE MAKE,100.0,GM,
Hyderabadi VEG Biryani,MINT SAUCE MAKE,100.0,GM,
Chatpata Paneer,MINT SAUCE MAKE,100.0,GM,
Mirchi Ka Salan,Bhavnagri Chilly,100.0,GM,
Mirchi Ka Salan,Bhavnagri Chilly,100.0,GM,
Subzi Kofta Masala,ONION SAUCE MAKE,100.0,GM,
Bukhara Kofta Curry,ONION SAUCE MAKE,100.0,GM,
Avadhi Chicken,ONION SAUCE MAKE,100.0,GM,
Murgh Bharta Masala,ONION SAUCE MAKE,100.0,GM,
Zafrani Chicken,ONION SAUCE MAKE,100.0,GM,
Dum Aloo Amritsari,ONION SAUCE MAKE,100.0,GM,
Murg Tikka Nawabi,ONION SAUCE MAKE,100.0,GM,
Dum Paneer Kalamiri,ONION SAUCE MAKE,100.0,GM,
PANEER BUTTER MASALA,ONION SAUCE MAKE,100.0,GM,
Bukhara Kofta Curry,ONION SAUCE MAKE,100.0,GM,
Dum Paneer Kalamiri,ONION SAUCE MAKE,100.0,GM,
Nalli Kashmiri Rogan,ONION SAUCE MAKE,100.0,GM,
Reshmi Paneer,ONION SAUCE MAKE,100.0,GM,
PANEER BUTTER MASALA,ONION SAUCE MAKE,100.0,GM,
Chatpata Paneer,ONION SAUCE MAKE,100.0,GM,
Zafrani Chicken,ONION SAUCE MAKE,100.0,GM,
Dum Aloo Amritsari,ONION SAUCE MAKE,100.0,GM,
MUTTON ROGAN JOSH,ONION SAUCE MAKE,100.0,GM,
Kalonji Ka Baigan,ONION SAUCE MAKE,100.0,GM,
Chatpata Paneer,ONION SAUCE MAKE,100.0,GM,
Murg Tikka Nawabi,ONION SAUCE MAKE,100.0,GM,
Murgh Bharta Masala,ONION SAUCE MAKE,100.0,GM,
Nalli Kashmiri Rogan,ONION SAUCE MAKE,100.0,GM,
Subzi Kofta Masala,ONION SAUCE MAKE,100.0,GM,
MUSHROOM DO PYAZA,ONION SAUCE MAKE,100.0,GM,
Avadhi Lamb,ONION SAUCE MAKE,100.0,GM,
Kalonji Ka Baigan,ONION SAUCE MAKE,100.0,GM,
Reshmi Paneer,ONION SAUCE MAKE,100.0,GM,
Avadhi Lamb,ONION SAUCE MAKE,100.0,GM,
MUTTON ROGAN JOSH,ONION SAUCE MAKE,100.0,GM,
Avadhi Chicken,ONION SAUCE MAKE,100.0,GM,
MUSHROOM DO PYAZA,ONION SAUCE MAKE,100.0,GM,
Seafood Creamy Corn Soup,Sweet Corn Cream,100.0,GM,
Sweet Corn Soup,Sweet Corn Cream,100.0,GM,
LUCKNOWI CHICKEN,WHITE SAUCE MAKE,100.0,GM,
Chatpata Paneer,WHITE SAUCE MAKE,100.0,GM,
VEG MAKHANWALA,WHITE SAUCE MAKE,100.0,GM,
Chatpata Paneer,WHITE SAUCE MAKE,100.0,GM,
Paneer Lawabdar,WHITE SAUCE MAKE,100.0,GM,
Murg Makhanwala,WHITE SAUCE MAKE,100.0,GM,
Murg Makhanwala,WHITE SAUCE MAKE,100.0,GM,
LUCKNOWI CHICKEN,WHITE SAUCE MAKE,100.0,GM,
Peshawari Kofta,WHITE SAUCE MAKE,100.0,GM,
Paneer Lawabdar,WHITE SAUCE MAKE,100.0,GM,
VEG MAKHANWALA,WHITE SAUCE MAKE,100.0,GM,
Peshawari Kofta,WHITE SAUCE MAKE,100.0,GM,
Butter Milk,Curd Mother Dairy,100.0,GM,
ALOO GOBI,TOMATO SAUCE MAKE,100.0,GM,
LUCKNOWI CHICKEN,TOMATO SAUCE MAKE,100.0,GM,
MUSHROOM DO PYAZA,TOMATO SAUCE MAKE,100.0,GM,
ALOO MUTTER,TOMATO SAUCE MAKE,100.0,GM,
ALOO GOBI,TOMATO SAUCE MAKE,100.0,GM,
MUSHROOM DO PYAZA,TOMATO SAUCE MAKE,100.0,GM,
ALOO MUTTER,TOMATO SAUCE MAKE,100.0,GM,
LUCKNOWI CHICKEN,TOMATO SAUCE MAKE,100.0,GM,
WONTON STEAM /FRY,Chicken Leg Bonless,100.0,GM,
CHICKEN & MUSHROOM Cheesy Roll,Chicken Leg Bonless,100.0,GM,
Phalguni Sabzi,Coconut Milk Powder,100.0,GM,
Chicken In Malaysian Curry,Coconut Milk Powder,100.0,GM,
Phalguni Sabzi,Coconut Milk Powder,100.0,GM,
Dum Paneer Kalamiri,ONION TOMATO MASALA,100.0,GM,
MUSHROOM DO PYAZA,ONION TOMATO MASALA,100.0,GM,
Bhindi Mirch Masala,ONION TOMATO MASALA,100.0,GM,
Kalonji Ka Baigan,ONION TOMATO MASALA,100.0,GM,
LASOONI PALAK,ONION TOMATO MASALA,100.0,GM,
PALAK PANEER,ONION TOMATO MASALA,100.0,GM,
LUCKNOWI CHICKEN,ONION TOMATO MASALA,100.0,GM,
ALOO GOBI,ONION TOMATO MASALA,100.0,GM,
Dum Aloo Amritsari,ONION TOMATO MASALA,100.0,GM,
Dum Paneer Kalamiri,ONION TOMATO MASALA,100.0,GM,
LUCKNOWI CHICKEN,ONION TOMATO MASALA,100.0,GM,
PALAK PANEER,ONION TOMATO MASALA,100.0,GM,
Bhindi Mirch Masala,ONION TOMATO MASALA,100.0,GM,
LASOONI PALAK,ONION TOMATO MASALA,100.0,GM,
MUTTON ROGAN JOSH,ONION TOMATO MASALA,100.0,GM,
Subzi Noorani,ONION TOMATO MASALA,100.0,GM,
ALOO GOBI,ONION TOMATO MASALA,100.0,GM,
Dum Aloo Amritsari,ONION TOMATO MASALA,100.0,GM,
Methi Chicken,ONION TOMATO MASALA,100.0,GM,
Murgh Bharta Masala,ONION TOMATO MASALA,100.0,GM,
Murgh Bharta Masala,ONION TOMATO MASALA,100.0,GM,
Kalonji Ka Baigan,ONION TOMATO MASALA,100.0,GM,
VEG KOLHAPURI,ONION TOMATO MASALA,100.0,GM,
VEG KOLHAPURI,ONION TOMATO MASALA,100.0,GM,
Methi Chicken,ONION TOMATO MASALA,100.0,GM,
Subzi Noorani,ONION TOMATO MASALA,100.0,GM,
Methi Lamb,ONION TOMATO MASALA,100.0,GM,
MUTTON ROGAN JOSH,ONION TOMATO MASALA,100.0,GM,
Methi Lamb,ONION TOMATO MASALA,100.0,GM,
MUSHROOM DO PYAZA,ONION TOMATO MASALA,100.0,GM,
SZECHWAN NOODLE,Chicken Breast Bonless,100.0,GM,
HAKKA NOODLES,Chicken Breast Bonless,100.0,GM,
CHICKEN GRILLED SANDWICH,Chicken Breast Bonless,100.0,GM,
Paneer Saffron Tikka,Stuffing paneer masala,100.0,GM,
Paneer Ke Shikanje,Stuffing paneer masala,100.0,GM,
CORIANDER VEG NOODLES,Cabbage,120.0,GM,
BURNT GARLIC NOODLES CHICKEN / VEG,Cabbage,120.0,GM,
GAJAR HALWA,Carrots,120.0,GM,
Methi Lamb,Methi Fresh,120.0,GM,
Methi Chicken,Methi Fresh,120.0,GM,
Methi Lamb,Methi Fresh,120.0,GM,
Methi Chicken,Methi Fresh,120.0,GM,
Dragon Roll,Wonton Patta,120.0,GM,
Tandoori Platter,Chicken Supreme,120.0,GM,
Pindi Chana,TOMATO SAUCE MAKE,120.0,GM,
Maratha Chicken,TOMATO SAUCE MAKE,120.0,GM,
Maratha Lamb,TOMATO SAUCE MAKE,120.0,GM,
Maratha Chicken,TOMATO SAUCE MAKE,120.0,GM,
Maratha Lamb,TOMATO SAUCE MAKE,120.0,GM,
Pindi Chana,TOMATO SAUCE MAKE,120.0,GM,
CHOCOLATE ICE CREAM,Chocolate Ice Cream,120.0,GM,
BAVARIAN CHOCOLATE ICE CREAM,Chocolate Ice Cream,120.0,GM,
STRAWERRY ICE CREAM,Strawberry Ice Cream,120.0,GM,
VANILLA ICE CREAM,Vanilla Md Ice Cream,120.0,GM,
HONEY NOODLES WITH VANILLA ICE CREAM,Vanilla Md Ice Cream,120.0,GM,
SHANGHAI NOODLES,Chicken Breast Bonless,120.0,GM,
THAI HERB RICE,Chicken Breast Bonless,120.0,GM,
MALAYSIAN VEG/CHICKEN NOODLES,Chicken Breast Bonless,120.0,GM,
Thai FRIDE Rice,Chicken Breast Bonless,120.0,GM,
SHANGHAI RICE,Chicken Breast Bonless,120.0,GM,
BURNT GARLIC NOODLES CHICKEN / VEG,Chicken Breast Bonless,120.0,GM,
BUTTER SCOTCH ICE CREAM,Butter Scotch Ice Cream,120.0,GM,
FRUIT OVERLOAD ICE CREAM,Frut Overload Ice Cream,120.0,GM,
Dum Paneer Kalamiri,Malai Paneer,160.0,GM,
PANEER MAKHANWALA,Malai Paneer,160.0,GM,
Dum Paneer Kalamiri,Malai Paneer,160.0,GM,
PANEER MAKHANWALA,Malai Paneer,160.0,GM,
Roast Lamb In Hongkong Style,ROESTED LAMB,160.0,GM,
Dim Sum,Chicken Leg Bonless,160.0,GM,
Dragon Roll,Chicken Leg Bonless,160.0,GM,
Edemunchi Chicken,Onion,200.0,GM,
Khasta Roti,Sugar,200.0,GM,
Khasta Chaat,Potato,200.0,GM,
Dragon Roll,Cabbage,200.0,GM,
Crispy Spinach Paneer,Spinach,200.0,GM,
Paneer Peri Peri Tikka,Capsicum,200.0,GM,
PANEER PAHADI TIKKA,Capsicum,200.0,GM,
Paneer Saffron Tikka,Capsicum,200.0,GM,
Paneer Ke Shikanje,Capsicum,200.0,GM,
PANEER TIKKA,Capsicum,200.0,GM,
PANEER MALAI TIKKA,Capsicum,200.0,GM,
PEAS PULAO,GREEN PEAS,200.0,GM,
PEAS PULAO,GREEN PEAS,200.0,GM,
Subzi Kurkure Kebab,Bread Slice,200.0,GM,
PALAK KHICHDI,Basmati Rice,200.0,GM,
PALAK KHICHDI,Basmati Rice,200.0,GM,
Paneer Tikka Masala,Malai Paneer,200.0,GM,
Paneer Tikka Masala,Malai Paneer,200.0,GM,
Kalonji Ka Baigan,Small Brinjel,200.0,GM,
Kalonji Ka Baigan,Small Brinjel,200.0,GM,
Subzi Bhara Aloo,VEGEATBLE MIX,200.0,GM,
Coastal Crab,Coastal Masala,200.0,GM,
Coastal Clams,Coastal Masala,200.0,GM,
Coastal Malwani Bombil Fry,Coastal Masala,200.0,GM,
Coastal Rawas,Coastal Masala,200.0,GM,
Coastal Surmai,Coastal Masala,200.0,GM,
Coastal Prawns REG,Coastal Masala,200.0,GM,
Coastal Prawns,Coastal Masala,200.0,GM,
Coastal Lobster,Coastal Masala,200.0,GM,
Coastal Squid,Coastal Masala,200.0,GM,
Coastal Pompfret,Coastal Masala,200.0,GM,
Multani Murgh,MINT SAUCE MAKE,200.0,GM,
Multani Murgh,MINT SAUCE MAKE,200.0,GM,
Multani Mutton,MINT SAUCE MAKE,200.0,GM,
Multani Mutton,MINT SAUCE MAKE,200.0,GM,
Mirchi Ka Salan,MINT SAUCE MAKE,200.0,GM,
Mirchi Ka Salan,MINT SAUCE MAKE,200.0,GM,
MUTTON GHEE ROAST,Mutton Big Raan,200.0,GM,
Tandoori Platter,Mutton Big Raan,200.0,GM,
Tandoori Platter,Chicken Tandoori,200.0,GM,
ALOO GOBI,ONION SAUCE MAKE,200.0,GM,
ALOO GOBI,ONION SAUCE MAKE,200.0,GM,
EGG MASALA,ONION SAUCE MAKE,200.0,GM,
ALOO MUTTER,ONION SAUCE MAKE,200.0,GM,
ALOO MUTTER,ONION SAUCE MAKE,200.0,GM,
EGG MASALA,ONION SAUCE MAKE,200.0,GM,
ALOO MUTTER,WHITE SAUCE MAKE,200.0,GM,
ALOO MUTTER,WHITE SAUCE MAKE,200.0,GM,
Subzi Kofta Masala,TOMATO SAUCE MAKE,200.0,GM,
Subzi Kofta Masala,TOMATO SAUCE MAKE,200.0,GM,
Dhabe Da Murg,Chicken Leg Bonless,200.0,GM,
Dhabe Da Murg,Chicken Leg Bonless,200.0,GM,
SPICY LIME NOODLES,Chicken Breast Bonless,200.0,GM,
PAN FRIED NOODLES,Chicken Breast Bonless,200.0,GM,
YANMEIN NOODLES,Chicken Breast Bonless,200.0,GM,
SPICY LIME RICE,Chicken Breast Bonless,200.0,GM,
Chicken Hunan,Chicken Breast Bonless,200.0,GM,
ORIENTAL RICE,Chicken Breast Bonless,200.0,GM,
HOT POT NOODLES,Chicken Breast Bonless,200.0,GM,
Shredded Chicken In Mixed Pepper,Chicken Breast Bonless,200.0,GM,
Oriental Noodles CHICKEN /VEG,Chicken Breast Bonless,200.0,GM,
FORTUNE NOODLES,Chicken Breast Bonless,200.0,GM,
FORTUNE RICE,Chicken Breast Bonless,200.0,GM,
FUTCHI RICE,Chicken Breast Bonless,200.0,GM,
GREEN PEPPER NOODLES,Chicken Breast Bonless,200.0,GM,
HOT POT RICE,Chicken Breast Bonless,200.0,GM,
FUTCHI NOODLES,Chicken Breast Bonless,200.0,GM,
TANDOORI ALOO,Potato,400.0,GM,
Indian Pompfret,Pomfret,400.0,GM,
Pompfret TAWA,Pomfret,400.0,GM,
Indian Pompfret,Pomfret,400.0,GM,
Coastal Pompfret,Pomfret,400.0,GM,
TANDOORI BROCCOLI,Broccoli,400.0,GM,
Tandoori Crab,Red masala,400.0,GM,
TANDOORI GOBI,Cauliflower,400.0,GM,
Jeera Rice,Basmati Rice,400.0,GM,
Jeera Rice,Basmati Rice,400.0,GM,
Paneer Ke Shikanje,Malai Paneer,400.0,GM,
Subzi Maharaja Sheek,VEGEATBLE MIX,400.0,GM,
Subzi Papdi Sheek,VEGEATBLE MIX,400.0,GM,
VEG SHEEK KABAB,VEGEATBLE MIX,400.0,GM,
Subzi Methi Ki Sheek,VEGEATBLE MIX,400.0,GM,
Cheese Aur Subz Ki Sheek,VEGEATBLE MIX,400.0,GM,
Subzi Kurkure Kebab,VEGEATBLE MIX,400.0,GM,
Ludhiyani Tangdi,yellow masala,400.0,GM,
Methi Malai Mutter,WHITE SAUCE MAKE,400.0,GM,
Malai Kofta,WHITE SAUCE MAKE,400.0,GM,
Malai Kofta,WHITE SAUCE MAKE,400.0,GM,
Ghost Sofiana,WHITE SAUCE MAKE,400.0,GM,
Methi Malai Mutter,WHITE SAUCE MAKE,400.0,GM,
Ghost Sofiana,WHITE SAUCE MAKE,400.0,GM,
Murgh Tikhalaal,TOMATO SAUCE MAKE,400.0,GM,
Mutton Tikhalaal,TOMATO SAUCE MAKE,400.0,GM,
Mutton Tikhalaal,TOMATO SAUCE MAKE,400.0,GM,
Murgh Tikhalaal,TOMATO SAUCE MAKE,400.0,GM,
Kai Yooung,Chicken Leg Bonless,400.0,GM,
Tandoori Chicken,TANDOORI CHICKEN MASALA,400.0,GM,
Mutton SEEK Kebabs,TANDOORI CHICKEN MASALA,400.0,GM,
Tandoori Chicken,Chicken Tandoori,800.0,GM,
Coconut Rice,Coconut Big,0.25,GM,
CHICKEN SUKHA,Banana Leaf,0.5,PIC,
MUTTON SUKHA,Banana Leaf,0.5,PIC,
Devil Chicken,RAI,1.0,GM,
Malabari Paratha (1pc),Eggs,1.0,PIC,
Avadhi Chicken,Eggs,1.0,PIC,
Prawns Green Fry,Eggs,1.0,PIC,
Avadhi Chicken,Eggs,1.0,PIC,
Avadhi Lamb,Eggs,1.0,PIC,
Avadhi Lamb,Eggs,1.0,PIC,
Prawns REG,Eggs,1.0,PIC,
Zafrani Chicken,KESAR,1.0,GM,
Zafrani Chicken,KESAR,1.0,GM,
VEG MAKHANWALA,Laung,1.0,GM,
EGG BIRYANI,Laung,1.0,GM,
Dum Pukht VEG Biryani,Laung,1.0,GM,
EGG BIRYANI,Laung,1.0,GM,
Hyderabadi VEG Biryani,Laung,1.0,GM,
TOMATO SOUP,Laung,1.0,GM,
TOMATO BASIL SOUP,Laung,1.0,GM,
Dum Pukht VEG Biryani,Laung,1.0,GM,
VEG PULAO,Laung,1.0,GM,
Kolkata VEG Biryani,Laung,1.0,GM,
Sea Food Dum Biryani,Laung,1.0,GM,
TOMATO SOUP,Laung,1.0,GM,
VEG PULAO,Laung,1.0,GM,
PEAS PULAO,Laung,1.0,GM,
Hyderabadi VEG Biryani,Laung,1.0,GM,
Bhatkal VEG Biryani,Laung,1.0,GM,
EGG MASALA,Laung,1.0,GM,
DAL SHORBA,Laung,1.0,GM,
VEG MAKHANWALA,Laung,1.0,GM,
Bhatkal VEG Biryani,Laung,1.0,GM,
EGG MASALA,Laung,1.0,GM,
Sea Food Dum Biryani,Laung,1.0,GM,
Kolkata VEG Biryani,Laung,1.0,GM,
PEAS PULAO,Laung,1.0,GM,
TOMATO BASIL SOUP,Laung,1.0,GM,
DAL SHORBA,Laung,1.0,GM,
TOMATO SOUP,Lemon,1.0,PIC,
DAL SHORBA,Lemon,1.0,PIC,
TOMATO BASIL SOUP,Lemon,1.0,PIC,
TOMATO BASIL SOUP,Lemon,1.0,PIC,
TOMATO SOUP,Lemon,1.0,PIC,
DAL SHORBA,Lemon,1.0,PIC,
Green Pepper Crab Soup,Sugar,1.0,GM,
Mushroom Paneer Babycorn In Red Chilli Flakes,Sugar,1.0,GM,
Baby Kulcha,Sugar,1.0,GM,
CHI,Sugar,1.0,GM,
Lemon coriander soup,Sugar,1.0,GM,
PANEER CHILLY DRY,Sugar,1.0,GM,
"Water Chesnut, PANEER, BABY CORN, BROCOLLI In Sambal Sauce",Sugar,1.0,GM,
Butter Baby Kulcha,Sugar,1.0,GM,
Mustard Soup,haldi,1.0,GM,
DAL SHORBA,Ginger,1.0,GM,
Assorted Indian Breads ( 7 Types ),Ginger,1.0,GM,
DAL SHORBA,Ginger,1.0,GM,
Missi Roti,Ginger,1.0,GM,
Sol Kadi,Ginger,1.0,GM,
PANEER MAKHANWALA,Ginger,1.0,GM,
PANEER MAKHANWALA,Ginger,1.0,GM,
Hawain Salad,PARSLI,1.0,GM,
GULAB JAMUN,Jaiphal,1.0,GM,
EGG MASALA,Javantry,1.0,GM,
Bhatkal VEG Biryani,Javantry,1.0,GM,
Dum Pukht VEG Biryani,Javantry,1.0,GM,
EGG BIRYANI,Javantry,1.0,GM,
Kolkata VEG Biryani,Javantry,1.0,GM,
Kolkata VEG Biryani,Javantry,1.0,GM,
Sea Food Dum Biryani,Javantry,1.0,GM,
VEG PULAO,Javantry,1.0,GM,
PEAS PULAO,Javantry,1.0,GM,
VEG PULAO,Javantry,1.0,GM,
EGG MASALA,Javantry,1.0,GM,
Hyderabadi VEG Biryani,Javantry,1.0,GM,
Dum Pukht VEG Biryani,Javantry,1.0,GM,
