Invoice_No_,Date,Change_Log
5799,2024-07-10 15:50:09+00:00,"Order (Bill No.: F5799, Amount: 9757) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-07-10 15:50:09Order (Bill No.: F5799) total amount changed from 9757 to 8782 by vijay (vijay shetty. ) (Order modify comment: offered 10%kitty discount) (Electron Pos) - 2024-07-10 15:54:12"
5853,2024-07-11 20:32:19+00:00,"Order (Bill No.: F5853, Amount: 5303) is created by TAPASH (TAPASH), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-11 20:32:19Order (Bill No.: F5853) total amount changed from 5303 to 0 by vijay (vijay shetty. ) (Order modify comment: ref.md) (Electron Pos) - 2024-07-11 21:12:16"
5928,2024-07-12 21:45:15+00:00,"Order (Bill No.: F5928, Amount: 3208) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-07-12 21:45:15Order (Bill No.: F5928) total amount changed from 3208 to 3056 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-12 21:49:29"
5934,2024-07-12 22:06:20+00:00,"Order (Bill No.: F5934, Amount: 6759) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-07-12 22:06:20Order (Bill No.: F5934) total amount changed from 6759 to 5407 by vijay (vijay shetty. ) (Order modify comment: ref vinoo sir) (Electron Pos) - 2024-07-12 22:08:34"
6041,2024-07-14 15:40:15+00:00,Order (Bill No.: F6041) total amount changed from 57881 to 52500 by sachindra (sachindra. ) (Order modify comment: PARTY DIS%) (Electron Pos) - 2024-07-14 15:42:12
6082,2024-07-14 22:27:17+00:00,"Order (Bill No.: F6082, Amount: 7894) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-07-14 22:27:17Order (Bill No.: F6082) total amount changed from 7894 to 7518 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-14 22:30:51"
6089,2024-07-14 22:34:17+00:00,"Order (Bill No.: F6089, Amount: 6113) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-07-14 22:34:17Order (Bill No.: F6089) total amount changed from 6113 to 5822 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-14 22:39:28"
6109,2024-07-15 16:21:59+00:00,"Order (Bill No.: F6109, Amount: 13517) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-15 16:21:59Order (Bill No.: F6109) total amount changed from 13517 to 12873 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-15 16:27:22"
6132,2024-07-15 23:59:37+00:00,"Order (Bill No.: F6132, Amount: 7278) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-15 23:59:37Order (Bill No.: F6132) total amount changed from 7278 to 6931 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-16 00:02:06"
6205,2024-07-18 15:03:57+00:00,"Order (Bill No.: F6205, Amount: 9873) is created by sachindra (sachindra), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-07-18 15:03:57Order (Bill No.: F6205) total amount changed from 9873 to 9403 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-18 15:07:52"
6230,2024-07-18 22:34:32+00:00,"Order (Bill No.: F6230, Amount: 3010) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-07-18 22:34:32Order (Bill No.: F6230) total amount changed from 3010 to 2867 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-18 22:37:22"
6241,2024-07-19 00:22:58+00:00,"Order (Bill No.: F6241, Amount: 19189) is created by vijay (vijay shetty), but ownership transferred to Saikat (Saikat Sarkar) (Electron Pos) - 2024-07-19 00:22:58Order (Bill No.: F6241) total amount changed from 19189 to 18275 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-19 00:26:04"
6248,2024-07-19 14:52:52+00:00,"Order (Bill No.: F6248, Amount: 18456) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-19 14:52:52Order (Bill No.: F6248) total amount changed from 18456 to 17577 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-19 15:03:57"
6357,2024-07-20 22:17:10+00:00,"Order (Bill No.: F6357, Amount: 11907) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-20 22:17:10Order (Bill No.: F6357) total amount changed from 11907 to 11340 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-20 22:21:35"
6400,2024-07-21 15:12:55+00:00,"Order (Bill No.: F6400, Amount: 3953) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-21 15:12:55Order (Bill No.: F6400) total amount changed from 3953 to 3764 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-21 15:14:58"
6460,2024-07-21 23:04:17+00:00,"Order (Bill No.: F6460, Amount: 4686) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-21 23:04:17Order (Bill No.: F6460) total amount changed from 4686 to 4463 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-21 23:09:18"
6676,2024-07-26 22:13:40+00:00,"Order (Bill No.: F6676, Amount: 4256) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-26 22:13:40Order (Bill No.: F6676) total amount changed from 4256 to 4053 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-26 22:16:55"
6677,2024-07-26 22:14:57+00:00,"Order (Bill No.: F6677, Amount: 5750) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-26 22:14:57Order (Bill No.: F6677) total amount changed from 5750 to 5476 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-26 22:17:47"
6680,2024-07-26 22:36:10+00:00,"Order (Bill No.: F6680, Amount: 3170) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-26 22:36:10Order (Bill No.: F6680) total amount changed from 3170 to 3019 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-26 22:39:27"
6785,2024-07-27 23:23:02+00:00,"Order (Bill No.: F6785) total amount changed from 5546 to 5282 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-27 23:25:36Order (Bill No.: F6785, Amount: 5546) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-07-27 23:23:02"
6786,2024-07-27 23:28:59+00:00,"Order (Bill No.: F6786) total amount changed from 16984 to 16175 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-27 23:33:52Order (Bill No.: F6786, Amount: 16984) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-07-27 23:28:59"
6812,2024-07-28 15:14:39+00:00,"Order (Bill No.: F6812) total amount changed from 5066 to 4825 by sachindra (sachindra. ) (Order modify comment: sc) (Electron Pos) - 2024-07-28 15:16:44Order (Bill No.: F6812, Amount: 5066) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-28 15:14:39"
6818,2024-07-28 15:27:38+00:00,"Order (Bill No.: F6818) total amount changed from 3148 to 2998 by sachindra (sachindra. ) (Order modify comment: sc) (Electron Pos) - 2024-07-28 15:30:08Order (Bill No.: F6818, Amount: 3148) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-28 15:27:38"
6947,2024-07-30 21:43:24+00:00,"Order (Bill No.: F6947) total amount changed from 2585 to 2462 by sachindra (sachindra. ) (Order modify comment: sc) (Electron Pos) - 2024-07-30 21:45:11Order (Bill No.: F6947, Amount: 2585) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-07-30 21:43:24"
6953,2024-07-30 22:14:00+00:00,"Order (Bill No.: F6953) total amount changed from 12343 to 11755 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-30 22:17:13Order (Bill No.: F6953, Amount: 12343) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-07-30 22:14:00"
6963,2024-07-30 23:31:16+00:00,"Order (Bill No.: F6963) total amount changed from 11891 to 11324 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-07-30 23:37:09Order (Bill No.: F6963, Amount: 11891) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-07-30 23:31:16"
6981,2024-07-31 15:44:21+00:00,"Order (Bill No.: F6981) total amount changed from 3170 to 3019 by sachindra (sachindra. ) (Order modify comment: sc) (Electron Pos) - 2024-07-31 15:48:03Order (Bill No.: F6981, Amount: 3170) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-07-31 15:44:21"
7019,2024-08-01 00:30:56+00:00,"Order (Bill No.: F7019) total amount changed from 5463 to 5203 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-08-01 00:32:24Order (Bill No.: F7019, Amount: 5463) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-01 00:30:56"
7027,2024-08-01 14:49:31+00:00,"Order (Bill No.: F7027) total amount changed from 7194 to 6474 by sachindra (sachindra. ) (Order modify comment: KITTY) (Electron Pos) - 2024-08-01 14:59:50Order (Bill No.: F7027, Amount: 7194) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-01 14:49:31"
7029,2024-08-01 18:52:22+00:00,"Order (Bill No.: F7029) total amount changed from 568 to 0 by sachindra (sachindra. ) (Order modify comment: BY MISTEK) (Electron Pos) - 2024-08-01 18:53:44Order (Bill No.: F7029, Amount: 568) is created by sachindra (sachindra), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-08-01 18:52:22"
7042,2024-08-01 21:35:59+00:00,"Order (Bill No.: F7042) total amount changed from 10446 to 9949 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-08-01 21:38:58Order (Bill No.: F7042, Amount: 10446) is created by sachindra (sachindra), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-01 21:35:59"
7052,2024-08-01 22:51:08+00:00,"Order (Bill No.: F7052) total amount changed from 4702 to 4478 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-08-01 22:54:16Order (Bill No.: F7052, Amount: 4702) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-01 22:51:08"
7092,2024-08-02 22:34:59+00:00,"Order (Bill No.: F7092) total amount changed from 9267 to 8825 by vijay (vijay shetty. ) (Order modify comment: removes sc) (Electron Pos) - 2024-08-02 22:37:56Order (Bill No.: F7092, Amount: 9267) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-02 22:34:59"
7123,2024-08-03 15:36:42+00:00,"Order (Bill No.: F7123) total amount changed from 2536 to 2415 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-03 15:40:41Order (Bill No.: F7123, Amount: 2536) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-03 15:36:42"
7145,2024-08-03 21:05:48+00:00,"Order (Bill No.: F7145) total amount changed from 2238 to 2132 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-03 21:08:57Order (Bill No.: F7145, Amount: 2238) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-03 21:05:48"
7184,2024-08-04 00:05:37+00:00,"Order (Bill No.: F7184) total amount changed from 5314 to 5061 by vijay (vijay shetty. ) (Order modify comment: remove sc) (Electron Pos) - 2024-08-04 00:10:18Order (Bill No.: F7184, Amount: 5314) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-04 00:05:37"
7222,2024-08-04 15:50:45+00:00,"Order (Bill No.: F7222) total amount changed from 6565 to 6253 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-04 15:54:54Order (Bill No.: F7222, Amount: 6565) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-04 15:50:45"
7287,2024-08-05 00:44:47+00:00,"Order (Bill No.: F7287) total amount changed from 2949 to 2809 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-05 00:49:17Order (Bill No.: F7287, Amount: 2949) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-05 00:44:47"
7364,2024-08-06 23:58:21+00:00,"Order (Bill No.: F7364) total amount changed from 2150 to 1720 by sachindra (sachindra. ) (Order modify comment: AFTER BILL CARD SHOW) (Electron Pos) - 2024-08-07 00:03:24Order (Bill No.: F7364, Amount: 2150) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-06 23:58:21"
7377,2024-08-07 15:33:09+00:00,"Order (Bill No.: F7377) total amount changed from 4851 to 4620 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-07 15:35:14Order (Bill No.: F7377, Amount: 4851) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-07 15:33:09"
7379,2024-08-07 18:32:40+00:00,Order (Bill No.: F7379) total amount changed from 80260 to 81260 by vijay (vijay shetty. ) (Order modify comment: sachin tedulkar party/total money paid 100100-18840(due bill)=81260) (Electron Pos) - 2024-08-07 18:34:52
7442,2024-08-08 21:36:59+00:00,"Order (Bill No.: F7442) total amount changed from 4476 to 4263 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-08 21:40:18Order (Bill No.: F7442, Amount: 4476) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-08 21:36:59"
7465,2024-08-09 00:13:32+00:00,"Order (Bill No.: F7465) total amount changed from 2409 to 2294 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-09 00:16:47Order (Bill No.: F7465, Amount: 2409) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-09 00:13:32"
7472,2024-08-09 14:48:04+00:00,"Order (Bill No.: F7472) total amount changed from 2249 to 1574 by sachindra (sachindra. ) (Order modify comment: fhra) (Electron Pos) - 2024-08-09 14:49:22Order (Bill No.: F7472, Amount: 2249) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-09 14:48:04"
7473,2024-08-09 15:19:39+00:00,"Order (Bill No.: F7473) total amount changed from 15738 to 14989 by sachindra (sachindra. ) (Order modify comment: sc) (Electron Pos) - 2024-08-09 15:23:21Order (Bill No.: F7473, Amount: 15738) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-09 15:19:39"
7512,2024-08-09 23:07:35+00:00,"Order (Bill No.: F7512) total amount changed from 2122 to 2021 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-09 23:10:56Order (Bill No.: F7512, Amount: 2122) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-09 23:07:35"
7522,2024-08-09 23:36:23+00:00,"Order (Bill No.: F7522) total amount changed from 1378 to 1313 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-09 23:39:03Order (Bill No.: F7522, Amount: 1378) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-09 23:36:23"
7562,2024-08-10 19:29:23+00:00,"Order (Bill No.: F7562) total amount changed from 403 to 0 by vijay (vijay shetty. ) (Order modify comment: ref.md) (Electron Pos) - 2024-08-10 19:56:48Order (Bill No.: F7562, Amount: 403) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-10 19:29:23"
7609,2024-08-10 23:22:28+00:00,"Order (Bill No.: F7609) total amount changed from 9730 to 9266 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-10 23:26:03Order (Bill No.: F7609, Amount: 9730) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-10 23:22:28"
7612,2024-08-10 23:28:08+00:00,Order (Bill No.: F7612) total amount changed from 2398 to 2279 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-10 23:30:56
7614,2024-08-10 23:33:11+00:00,"Order (Bill No.: F7614) total amount changed from 5518 to 5255 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-10 23:35:12Order (Bill No.: F7614, Amount: 5518) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-10 23:33:11"
7617,2024-08-10 23:38:31+00:00,"Order (Bill No.: F7617) total amount changed from 5667 to 5397 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-10 23:44:11Order (Bill No.: F7617, Amount: 5667) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-10 23:38:31"
7620,2024-08-10 23:57:44+00:00,"Order (Bill No.: F7620) total amount changed from 6743 to 5553 by vijay (vijay shetty. ) (Order modify comment: fhrai discount) (Electron Pos) - 2024-08-10 23:58:28Order (Bill No.: F7620, Amount: 6743) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-10 23:57:44"
7623,2024-08-11 00:01:39+00:00,"Order (Bill No.: F7623) total amount changed from 7850 to 7476 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-11 00:06:18Order (Bill No.: F7623, Amount: 7850) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-11 00:01:39"
7633,2024-08-11 00:20:18+00:00,"Order (Bill No.: F7633) total amount changed from 12778 to 12170 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-11 00:24:12Order (Bill No.: F7633, Amount: 12778) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-11 00:20:18"
7701,2024-08-11 20:46:19+00:00,"Order (Bill No.: F7701) total amount changed from 3263 to 3108 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-11 20:48:31Order (Bill No.: F7701, Amount: 3263) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-11 20:46:19"
7708,2024-08-11 21:03:17+00:00,"Order (Bill No.: F7708) total amount changed from 4068 to 3875 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-11 21:06:56Order (Bill No.: F7708, Amount: 4068) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-11 21:03:17"
7753,2024-08-12 00:28:01+00:00,"Order (Bill No.: F7753) total amount changed from 7260 to 6914 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-12 00:30:40Order (Bill No.: F7753, Amount: 7260) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-12 00:28:01"
7759,2024-08-12 15:50:04+00:00,Order (Bill No.: F7759) total amount changed from 94512 to 90011 by sachindra (sachindra. ) (Order modify comment: PARTY %) (Electron Pos) - 2024-08-12 15:51:07
7770,2024-08-12 21:14:54+00:00,"Order (Bill No.: F7770) total amount changed from 4493 to 4279 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-12 21:17:08Order (Bill No.: F7770, Amount: 4493) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-12 21:14:54"
7772,2024-08-12 21:41:31+00:00,"Order (Bill No.: F7772) total amount changed from 9840 to 9371 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-12 21:45:59Order (Bill No.: F7772, Amount: 9840) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-08-12 21:41:31"
7797,2024-08-13 14:15:33+00:00,"Order (Bill No.: F7797) total amount changed from 4846 to 3392 by sachindra (sachindra. ) (Order modify comment: FHRA) (Electron Pos) - 2024-08-13 14:17:37Order (Bill No.: F7797, Amount: 4846) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-13 14:15:33"
7836,2024-08-13 22:50:49+00:00,"Order (Bill No.: F7836) total amount changed from 22987 to 21893 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-08-13 22:55:56Order (Bill No.: F7836, Amount: 22987) is created by sachindra (sachindra), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-13 22:50:49"
7844,2024-08-14 14:42:10+00:00,"Order (Bill No.: F7844) total amount changed from 19956 to 19006 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-14 14:45:03Order (Bill No.: F7844, Amount: 19956) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-14 14:42:10"
7953,2024-08-15 21:29:40+00:00,"Order (Bill No.: F7953) total amount changed from 4047 to 3855 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-15 21:31:58Order (Bill No.: F7953, Amount: 4047) is created by vijay (vijay shetty), but ownership transferred to Saikat (Saikat Sarkar) (Electron Pos) - 2024-08-15 21:29:40"
8185,2024-08-18 23:23:35+00:00,"Order (Bill No.: F8185) total amount changed from 4989 to 4751 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-18 23:29:22Order (Bill No.: F8185, Amount: 4989) is created by vijay (vijay shetty), but ownership transferred to TAPASH CAP (TAPASH) (Electron Pos) - 2024-08-18 23:23:35"
8221,2024-08-19 21:06:54+00:00,"Order (Bill No.: F8221) total amount changed from 1141 to 1087 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-19 21:10:15Order (Bill No.: F8221, Amount: 1141) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-19 21:06:54"
8240,2024-08-19 22:57:45+00:00,"Order (Bill No.: F8240) total amount changed from 1902 to 1811 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-19 22:59:43Order (Bill No.: F8240, Amount: 1902) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-19 22:57:45"
8286,2024-08-21 14:53:31+00:00,"Order (Bill No.: F8286) total amount changed from 15479 to 13268 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-08-21 14:57:50Order (Bill No.: F8286, Amount: 15479) is created by sachindra (sachindra), but ownership transferred to Saikat s (Saikat Sarkar) (Electron Pos) - 2024-08-21 14:53:31"
8314,2024-08-21 22:23:48+00:00,"Order (Bill No.: F8314) total amount changed from 4377 to 4169 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-08-21 22:26:33Order (Bill No.: F8314, Amount: 4377) is created by sachindra (sachindra), but ownership transferred to Saikat (Saikat Sarkar) (Electron Pos) - 2024-08-21 22:23:48"
8339,2024-08-22 14:55:08+00:00,"Order (Bill No.: F8339) total amount changed from 6703 to 6384 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-08-22 14:57:28Order (Bill No.: F8339, Amount: 6703) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-22 14:55:08"
8378,2024-08-22 23:35:04+00:00,"Order (Bill No.: F8378) total amount changed from 1770 to 1685 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-22 23:37:32Order (Bill No.: F8378, Amount: 1770) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-22 23:35:04"
8403,2024-08-23 20:19:29+00:00,"Order (Bill No.: F8403) total amount changed from 6472 to 6164 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-23 20:20:49Order (Bill No.: F8403, Amount: 6472) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-23 20:19:29"
8431,2024-08-23 23:16:45+00:00,"Order (Bill No.: F8431) total amount changed from 2315 to 2205 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-23 23:18:57Order (Bill No.: F8431, Amount: 2315) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-23 23:16:45"
8459,2024-08-24 15:53:26+00:00,"Order (Bill No.: F8459) total amount changed from 8782 to 8363 by sachindra (sachindra. ) (Order modify comment: SC) (Electron Pos) - 2024-08-24 15:57:22Order (Bill No.: F8459, Amount: 8782) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-24 15:53:26"
8500,2024-08-24 22:26:20+00:00,"Order (Bill No.: F8500) total amount changed from 3247 to 3092 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-24 22:30:05Order (Bill No.: F8500, Amount: 3247) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-08-24 22:26:20"
8621,2024-08-26 13:22:38+00:00,"Order (Bill No.: F8621) total amount changed from 3390 to 2882 by sachindra (sachindra. ) (Order modify comment: AJAY DHAWAN) (Electron Pos) - 2024-08-26 14:05:03Order (Bill No.: F8621, Amount: 3390) is created by TAPASH (TAPASH), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-08-26 13:22:38"
8624,2024-08-26 14:22:57+00:00,"Order (Bill No.: F8624) total amount changed from 1207 to 1150 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-08-26 14:24:43Order (Bill No.: F8624, Amount: 1207) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-26 14:22:57"
8631,2024-08-26 20:38:12+00:00,"Order (Bill No.: F8631) total amount changed from 2277 to 2168 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-08-26 20:40:20Order (Bill No.: F8631, Amount: 2277) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-08-26 20:38:12"
