Record_Type,Timestamp,Invoice_No_,Staff,Settled_By,Total_Sales,Total_Discount,Percentage,Reason,Area,Table_No_,Items
Detail,2023-07-19 00:22:29+00:00,1987,Multiple,,69440.0,69440.0,100.0,,Garden Table,G 2,"Amritsari Dal,Basmati Rice,CLEAR SOUP (VEG),Chicken Kebabs (Murg Bemisal),Dim Sum (CHICKEN),Dim Sum (PRAWNS),Dim Sum (VEG),Exotic Hot Pot Vegtable,FRESH LIME SODA,FRIED RICE (VEG),GULAB JAMUN,Lemon Coriander (VEG),MALAI KULFI,MALAYSIAN NOODLES (VEG),Manchow Soup (CHICKEN),Manchow Soup (VEG),Murg Makhanwala,Mushroom Galauti,Naan,Neer Dosa(4pc),PANEER CHILLY DRY,Paratha Plain,Peach Iced Tea,Prawns  REG,Rawas (Chinese),Rawas (Gassi),Roti,SEVEN UP,Sour & Pepper Soup (CHICKEN),Sour & Pepper Soup (VEG),Subzi Kurkure Kebab,Vegetable Gassi"
Detail,2023-07-29 23:56:25+00:00,2573,Multiple,,4960.0,4960.0,100.0,,Dine in,14,"Basmati Rice,Bhatkal Biryani (VEG),MANGO KULFI,Pompfret (600 GMS),Stir Fried Chicken Chilly & Basil"
Detail,2023-11-24 21:38:56+00:00,9889,MK,,22945.0,22945.0,100.0,,Dine in,B 3,"Assorted Indian Breads ( 7 Types ),BURNT GARLIC RICE (VEG),Basmati Rice,CHICKEN GHEE ROAST,Chicken Kebabs (Chicken Angare),Chicken Kebabs (Murg Lalwari),Chicken Kebabs (Patra Chicken),Chinese Prawns REG,Chinese Rawas,Coastal Pompfret,Coastal Prawns REG,Edemunchi Chicken,FUTCHI NOODLES (CHICKEN),Juices Natural,Murg Tikka Nawabi,Mushroom Galauti,Mutton Kebabs (Gilafi Sheekh),Neer Dosa(4pc),PAN FRIED NOODLES (CHICKEN),Paneer Ke Shikanje,Peshawari Kofta,Phalguni Sabzi,Plain Kulcha,Roti,Soda,Subzi Kofta Masala,Subzi Sunheri,Zafrani Chicken"
Detail,2023-07-15 23:55:39+00:00,1787,SM,,1160.0,1160.0,100.0,,Personal Dine In Room,PDR 2,"CARAMEL CUSTARD(EGG LESS),CHOCOLATE PASTRY,GULAB JAMUN,MALAI KULFI"
Detail,2023-07-11 13:28:37+00:00,1496,Multiple,,100.0,100.0,100.0,,BAR Table,B 1,TEA
Detail,2023-08-29 15:51:18+00:00,4568,Multiple,,10.0,10.0,100.0,,Dine in,B 1,Bottled Water
Detail,2023-10-30 23:59:21+00:00,8317,TB,,1135.0,1135.0,100.0,,Dine in,B 3,"Bhindi Mirch Masala,Roti"
Detail,2023-11-14 15:04:32+00:00,9258,MK,,33528.0,3352.8,10.0,,Garden Table,G 2,"Amritsari Dal,BUTTER GARLIC NAAN,Bottled Water,Butter Naan,Butter Paratha,Butter Roti,Ceasar Salad,Cottage Cheese With Three Peppers,Crispy Corn,DAL KHICHDI,Diwani Handi,FRESH LIME SODA,FRESH LIME WATER,HOT POT NOODLES (VEG),HOT POT RICE (VEG),Kung Pao Patato,Lemon Ice Tea,Manchow Soup (VEG),PANEER CHILLY DRY,PANEER MAKHANWALA,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Phalguni Sabzi,SEVEN UP,TOMATO SOUP,Veg Sweet Corn Soup"
Detail,2024-02-28 22:25:46+00:00,16072,MK,,5542.5,1108.5,20.0,,Garden Table,G 2,"COFFEE,Chicken Kebabs (Chicken Angare),Chinese Prawns REG,Dum Pukht Biryani (CHICKEN),Garlic Bread,HOT POT NOODLES (PRAWNS),Steam Chicken With Stir Fried Vegetables,TEA,VEG SANDWICH"
Detail,2024-02-07 23:09:53+00:00,14742,Multiple,,18085.0,5425.5,30.0,,Dine in,30,"Amritsari Dal,Avadhi Chicken,Basmati Rice,Butter Paratha,Butter Roomali Roti,Butter Roti,CAKE HALF KG,CLEAR SOUP (CHICKEN),Ceasar Salad,Chinese Prawns (100 GMS),DIET COKE,FRESH LIME SODA,French Fries,HOT POT RICE (VEG),Kung Pao Patato,Murg Makhanwala,Neer Dosa(4pc),Pompfret (500 GMS),Pompfret (600 GMS),Reshmi Paneer,Roti,SEVEN UP,Sweet Corn Soup (CHICKEN),TOMATO SOUP"
Detail,2024-03-14 00:45:41+00:00,16896,SK,,3480.0,1044.0,30.0,,Dine in,4,"Basmati Rice,Methi Chicken,Missi Roti,Neer Dosa(4pc),Prawns (100 GMS),Roomali Roti"
Detail,2023-11-05 14:56:32+00:00,8643,MK,,4320.0,1296.0,30.0,,Dine in,16,"Butter Roomali Roti,Chinese Prawns REG,FRESH LIME SODA,FUTCHI RICE (CHICKEN),KUNG PAO PANEER,Murg Pudhina Masala,Naan,PUDINA PARATHA,Roti"
Detail,2023-11-26 22:48:06+00:00,10075,TB,,18340.0,5502.0,30.0,,Dine in,14,"Amritsari Dal,BUTTER SCOTCH ICE CREAM,Basmati Rice,Brocoli,babycorn Mushroom Sizzle Chilly,Burnt Garlic Soup (CHICKEN),Butter Paratha,CLEAR SOUP (CHICKEN),DIET COKE,Dum Pukht Biryani (CHICKEN),FRESH LIME SODA,Kung Pao Patato,MOONGDAL HALWA,Manchow Soup (VEG),Neer Dosa(4pc),Pompfret (500 GMS),Prawns (100 GMS),SEVEN UP,SINGLE TALL CAKE SUNDAE,Sweet Corn Soup (CHICKEN),Tandoori Pompfret (500 GMS),Virgin Mojito"
Detail,2023-10-21 23:06:44+00:00,7680,SM,,6635.0,1990.5,30.0,,Garden Table,G 3,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Paratha,CARAMEL CUSTARD(EGG LESS),FRESH LIME SODA,GULAB JAMUN,HOT PUDDING WITH BUTTER SCOTCH SAUCE,Manchow Soup (VEG),Missi Roti,Paneer Lawabdar,Stuffed Kulcha,TOMATO SOUP,Tandoori Platter (VEG)"
Detail,2024-02-10 13:18:57+00:00,14879,TD,,2135.0,640.5,30.0,,Dine in,2,"Bukhara Kofta Curry,Butter Paratha,FRESH LIME SODA,Paneer Ke Shikanje,ROASTED PAPAD,Roti"
Detail,2023-12-31 20:57:38+00:00,12331,SK,,5810.0,1743.0,30.0,,Dine in,12,"Basmati Rice,Butter Paratha,Butter Roti,Coastal Rawas (Gassi),Coastal Surmai (Tawa Fry),Ludhiyani Tangdi,Manchow Soup (VEG),Neer Dosa(4pc),PANEER CHILLY DRY,Paratha Plain"
Detail,2024-03-30 22:30:21+00:00,17823,MK,,1095.0,328.5,30.0,,Dine in,5,"BUTTER GARLIC NAAN,Butter Kulcha,Subzi Kofta Masala"
Detail,2023-07-14 15:46:19+00:00,1650,SM,,4025.0,1207.5,30.0,,Dine in,3,"Butter Kulcha,Cheese Aur Subz Ki Sheek,Chicken Kebabs (Patra Chicken),DIET COKE,FRESH LIME SODA,Paneer Khurchan,Stir Fried Chicken Chilly & Basil"
Detail,2023-07-06 23:08:39+00:00,1234,MK,,10655.0,3196.5,30.0,,Garden Table,G 2,"AMERICAN CHOPSUEY (VEG),Chicken Hunan,Chicken Kebabs (Chicken Angare),DIET COKE,Dim Sum (VEG),FRESH LIME SODA,FRIED RICE (Egg),Kung Pao Chicken,Manchow Soup (CHICKEN),Mushroom Galauti,Mutton Kebabs (Gilafi Sheekh),Prawns  REG,ROASTED MASALA PAPAD,Rawas (Tawa Fry),THUMPS UP"
Detail,2023-07-12 15:44:00+00:00,1550,SK,,2405.0,721.5,30.0,,Dine in,21,"CREAM CARAMEL,PAN FRIED NOODLES (CHICKEN),Stir Fried Chicken Chilly & Basil,THUMPS UP,Tom Yum Soup (CHICKEN)"
Detail,2023-07-16 15:44:31+00:00,1820,MK,,5020.0,1506.0,30.0,,Personal Dine In Room,PDR 4,"Chicken Kebabs (Chicken Angare),Chicken Kebabs (Chicken Malai),FUTCHI RICE (CHICKEN),Juices Fresh,Kung Pao Chicken,Lemon Coriander (CHICKEN),Spice Guava,Sweet Corn Soup (CHICKEN),THUMPS UP"
Detail,2023-10-03 00:17:37+00:00,6559,TB,,8730.0,1746.0,20.0,,Personal Dine In Room,PDR 4,"Burnt Garlic Soup (VEG),Crispy Corn,Exotic Stir Fried Vegetable,FORTUNE RICE (VEG),FRESH LIME SODA,PANEER CHILLY DRY,Pompfret (700 GMS),TEA"
Detail,2023-08-20 00:07:09+00:00,3979,SK,,4700.0,705.3,15.006382978723405,,Dine in,2,"Dum Pukht Biryani (CHICKEN),Exotic Stir Fried Vegetable,Lemon Fizz,Murg Makhanwala,Naan,Prawns Tom Yum Soup,ROASTED PAPAD,SHORBA (Dal)"
Detail,2023-08-13 23:07:24+00:00,3601,Multiple,,2615.0,784.5,30.0,,Dine in,4,"Chicken Pepper Chilly Garlic,FRESH LIME SODA,Rawas (Rawa Fry)"
Detail,2024-02-25 23:10:40+00:00,4591,SK,,1665.0,333.0,20.0,,Personal Dine In Room,PDR 1,"HOUSEWINE-INDIAN RED,KINGFISHER,OLD MONK (DARK)"
Detail,2023-07-12 23:53:15+00:00,1589,SK,,9105.0,2731.5,30.0,,Dine in,9,"Butter Naan,CREAM CARAMEL,DIET COKE,Dal Tadka,MALAI KULFI,Manchow Soup (CHICKEN),Murg Makhanwala,PANEER CHILLY DRY,Papad Masala,Pompfret (600 GMS),Raita,Roomali Roti,Stir Fried Chicken Chilly & Basil,Tandoori Chicken (FULL)"
Detail,2024-01-01 16:31:45+00:00,12425,TD,,21610.0,4322.0,20.0,,Dine in,9,"Amritsari Dal,BROWNIE SUNDAE,Butter Kulcha,Butter Paratha,Butter Roti,CHICKEN TIKKA (Jamaican),Chicken Kebabs (Chicken Angare),DIET COKE,Dim Sum (CHICKEN),Dim Sum (VEG),FRESH LIME SODA,FRIED RICE (CHICKEN),MALAI KULFI,MOONGDAL HALWA,Mushroom Galauti,PANEER CHILLY DRY,Prawns (100 GMS),Roast Lamb In Black Peper,Stir Fried Chicken Chilly & Basil,THUMPS UP,Tonic Water"
Detail,2023-12-03 23:26:04+00:00,10561,Multiple,,29375.0,5875.0,20.0,,Personal Dine In Room,PDR 3,"CREAM CARAMEL,Cheese & Garlic Naan,Cheese Garlic Bread,Chettinad Chicken,Chicken Pepper Chilly Garlic,Chilly Crispy Patato,Coastal Surmai (Tawa Fry),Cottage Cheese With Three Peppers,DAL KHICHDI,DIET COKE,Exotic Stir Fried Vegetable,GULAB JAMUN,HONEY NOODLES WITH VANILLA ICE CREAM,Kung Pao Chicken,Lobster (1100 GMS),MILLENNIUM KULFI,Murgh Bharta Masala,Neer Dosa(4pc),Papad Masala,Prawns (100 GMS),Roti,Soda,Spice Guava"
Detail,2023-08-16 00:09:17+00:00,3756,UP,,17960.0,2694.1,15.000556792873052,,Personal Dine In Room,PDR 1,"BROWNIE SUNDAE,BUTTER GARLIC NAAN,Burnt Garlic Soup (VEG),Butter Naan,Butter Roti,Chilly Basil Mushroom,Dal Tadka,FUTCHI RICE (VEG),GULAB JAMUN,Kung Pao Patato,Paneer Ke Shikanje,Subzi Kurkure Kebab,Subzi Lahori,VANILLA ICE CREAM,Virgin Mojito"
Detail,2023-08-28 23:09:28+00:00,4557,TD,,10300.0,2060.0,20.0,,Garden Table,G 3,"Butter Naan,Chicken Kebabs (Chicken Angare),Chilli Chicken,Dim Sum (VEG),FRIED RICE (VEG),GAJAR HALWA,GULAB JAMUN,HONEY NOODLES WITH VANILLA ICE CREAM,Manchow Soup (VEG),PEPSI,Papad Masala,Pompfret (500 GMS),Shirely Temple,Sweet Corn Soup (VEG),VEG MANCHURIAN DRY,Virgin Mojito"
Detail,2023-08-04 22:36:45+00:00,790,Multiple,,1500.0,300.0,20.0,,Personal Dine In Room,PDR 3,"Long Island Ice Tea,White Lady (BOMBAY SAPPHIRE)"
Detail,2023-07-07 22:08:17+00:00,1280,TD,,4045.0,809.0,20.0,,Dine in,12,"ALOO KULCHA,Butter Roti,Dim Sum (VEG),Diwani Handi,Paneer Ke Shikanje,Papad Masala,Roti,TOMATO SOUP,Wonton & Noodle Soup (VEG)"
Detail,2023-09-14 15:48:22+00:00,5517,SM,,9255.0,1851.0,20.0,,Dine in,20,"Burnt Garlic Soup (VEG),Chilly Basil Mushroom,Dal Tadka,FRESH LIME WATER,Ginger Ale,Jeera Rice,Neer Dosa(4pc),Paneer Ke Shikanje,Phalguni Sabzi,Reshmi Paneer,Roti,Surmai (Gassi)"
Detail,2023-09-30 21:49:26+00:00,1717,Multiple,,2095.0,419.0,20.0,,Garden Table,G 4,"CHIVAS REGAL,Martini (ABSOLUT)"
Detail,2023-10-02 00:33:48+00:00,6496,TB,,14415.0,2883.0,20.0,,Personal Dine In Room,PDR 4,"BUTTER GARLIC NAAN,Chicken Pepper Chilly Garlic,Exotic Stir Fried Vegetable,FRIED RICE (VEG),MALAI KULFI,Pdr,Pompfret (800 GMS),Rawas (Tawa Fry),Spicy Crab Soup,THUMPS UP,VEG MANCHURIAN DRY"
Detail,2023-07-31 01:01:41+00:00,2684,Multiple,,4825.0,965.0,20.0,,Dine in,2,"Brown Rice,Chicken Kebabs (Murg Lalwari),DIET COKE,GULAB JAMUN,Neer Dosa(4pc),Prawns  REG,Surmai (Masala Fry)"
Detail,2024-02-08 22:36:54+00:00,14792,Multiple,,13610.0,4083.0,30.0,,Dine in,30,"Amritsari Dal,Basmati Rice,Butter Roti,Cottage Cheese With Three Peppers,Dum Aloo Amritsari,FRESH LIME SODA,Ginger Bliss,Kung Pao Patato,PALAK PANEER,PANEER TIKKA,Pindi Chana,Plain Kulcha,ROASTED PAPAD,Roti,Spice Guava,Subzi Kurkure Kebab,TIRAMISU"
Detail,2023-08-04 22:36:44+00:00,2909,Multiple,,9165.0,1833.0,20.0,,Personal Dine In Room,PDR 3,"BROWNIE SUNDAE,Cheese Garlic Bread,Chicken Kebabs (Chicken Malai),DAL KHICHDI,FUTCHI RICE (VEG),HONEY NOODLES WITH VANILLA ICE CREAM,Juices Fresh,Kung Pao Chicken,Kung Pao Patato,Papad Masala,Sweet Corn Soup (CHICKEN),THUMPS UP,TOMATO SOUP,VEG CRISPY"
Detail,2023-07-12 23:33:26+00:00,1586,SM,,4815.0,963.0,20.0,,Personal Dine In Room,PDR 6,"Chicken Kebabs (Murg Lalwari),DAL KHICHDI,MALAI KULFI,ROASTED PAPAD,Raita,Soda,Sour & Pepper Soup (VEG),Tandoori Platter (VEG)"
Detail,2023-08-15 16:28:06+00:00,3686,SM,,15745.0,3149.0,20.0,,Garden Table,G 2,"Blue Sea,Butter Naan,Butter Roomali Roti,Butter Roti,Cheese Garlic Bread,Chicken Kebabs (Patra Chicken),DAL KHICHDI,Diwani Handi,Dragon Roll (CHICKEN),FORTUNE RICE (CHICKEN),FRESH LIME SODA,FRESH LIME WATER,Ginger Bliss,Green Salad,Khasta Chaat,Kung Pao Chicken,Manchow Soup (CHICKEN),Manchow Soup (VEG),Murg Makhanwala,Mushroom Galauti,Plain Curd,Roomali Roti,Roti,Subzi Kurkure Kebab,Subzi Lahori,THUMPS UP,VEG CRISPY"
Detail,2023-09-03 15:39:49+00:00,4870,MK,,8025.0,1605.0,20.0,,Dine in,30,"Basmati Rice,Butter Roti,Chilly Crispy Patato,Dal Tadka,Manchow Soup (VEG),Paneer Ke Shikanje,Paneer Lawabdar,Papad Masala,ROASTED PAPAD,Subzi Kurkure Kebab,Subzi Lahori,TOMATO SOUP,Tom Yum Soup (VEG)"
Detail,2023-11-08 23:09:52+00:00,2405,SK,,27635.0,8290.5,30.0,,Dine in,9,"BALLANTINES,GREY GOOSE,HOEGAARDEN,Sula Satori"
Detail,2023-11-03 23:08:27+00:00,2320,Multiple,,4730.0,1419.0,30.0,,Personal Dine In Room,PDR 2,"BELVEDERE,BOMBAY SAPPHIRE,HOEGAARDEN,KINGFISHER ULTRA"
Detail,2023-10-09 00:03:27+00:00,6965,UP,,23940.0,4788.0,20.0,,Personal Dine In Room,PDR 1,"BUTTER GARLIC NAAN,Butter Naan,Chilli Chicken,Dum Pukht Biryani (CHICKEN),FRESH LIME SODA,Green Salad,HAKKA NOODLES (CHICKEN),Multani Murgh,Paneer Khurchan,Prawns (100 GMS),SEVEN UP,Soda,Spice Guava,Stir Fried Chicken Chilly & Basil,Subzi Kurkure Kebab,THUMPS UP,Virgin Mojito"
Detail,2024-02-14 15:26:19+00:00,15155,Multiple,,6345.0,634.5,10.0,,Dine in,14,"ALOO KULCHA,Bhara Hua Aloo,FRESH LIME SODA,FUTCHI RICE (VEG),Fresh Spinach & Lettuce Salad,Lemon Coriander Soup (VEG),Neer Dosa(4pc),Pindi Chana,ROASTED PAPAD,Subzi Kurkure Kebab,Vegetable Gassi"
Detail,2024-03-13 15:28:46+00:00,16861,TD,,9675.0,967.5,10.0,,Dine in,14,"ALOO KULCHA,Brocoli,babycorn Mushroom Sizzle Chilly,Butter Naan,FRESH LIME SODA,FUTCHI RICE (VEG),Lemon Coriander Soup (VEG),Lemon Ice Tea,Manchow Soup (CHICKEN),Manchow Soup (VEG),Multani Murgh,Roti,Veg Cheesy Roll"
Detail,2023-09-13 21:48:55+00:00,1470,SK,,1800.0,270.0,15.0,,Dine in,3,Toddy (REGULAR)
Detail,2023-08-25 21:58:53+00:00,4321,Multiple,,22585.0,3388.1000000000004,15.00154970112907,,Personal Dine In Room,PDR 2,"DAL KHICHDI,DIET COKE,Hara Bhara Kabab,MALAI KULFI,Manchow Soup (VEG),Neer Dosa(4pc),Pompfret (800 GMS),Prawns  REG,Prawns (100 GMS),ROASTED PAPAD,Rawas (Tawa Fry),Soda,Stir Fried Chicken Chilly & Basil,VANILLA ICE CREAM"
Detail,2023-07-14 23:48:38+00:00,1696,SK,,15810.0,2371.8999999999996,15.002530044275773,,Personal Dine In Room,PDR 4,"Basmati Rice,Crab (500 GMS),Exotic Stir Fried Vegetable,Karele Kaju Masala,Mushroom Galauti,Pompfret (600 GMS),Prawns  REG,Prawns (100 GMS),Rawas (Gassi),Roti,Soda,Sweet Corn Soup (CHICKEN),Virgin Mojito"
Detail,2024-03-13 15:32:15+00:00,16862,TD,,14402.0,1440.2,10.0,,Dine in,30,"Amritsari Dal,BUTTER GARLIC NAAN,Butter Naan,Exotic Stir Fried Vegetable,Manchow Soup (VEG),Phalguni Sabzi,Raita,Roomali Roti,Roti,Subzi Kofta Masala,TOMATO SOUP,Tandoori Platter (VEG),Tom Kha Soup (VEG),Virgin Mojito"
Detail,2024-02-21 15:04:18+00:00,15625,Multiple,,10400.0,1040.0,10.0,,Garden Table,G 1,"Amritsari Dal,Butter Paratha,Butter Roomali Roti,CREAM CARAMEL,Chicken Kebabs (Chicken Angare),Dum Pukht Biryani (VEG),FRESH LIME SODA,GULAB JAMUN,Lemon Coriander Soup (VEG),MALAI KULFI,Manchow Soup (CHICKEN),PALAK PANEER,Paneer Ke Shikanje,Raita,Roti,Sweet Corn Soup (CHICKEN),Tom Yum Soup (CHICKEN)"
Detail,2024-01-05 23:19:25+00:00,12688,TB,,3215.0,964.5,30.0,,Dine in,1,"BUTTER GARLIC NAAN,GARLIC ROTI,Mist Fantsy,Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Paneer Lawabdar,ROASTED MASALA PAPAD,Roti,Subzi Kurkure Kebab"
Detail,2023-08-25 15:24:39+00:00,4292,Multiple,,18730.0,2810.2000000000016,15.003737319807804,,Garden Table,G 2,"Amritsari Dal,Butter Naan,Butter Paratha,Butter Roti,FUTCHI RICE (VEG),Hara Bhara Kabab,Jeera Rice,KULFI RABDI FALOODA,Lemon Coriander (VEG),Missi Roti,Mushroom Galauti,Mustard Soup (VEG),PANEER TIKKA,Paneer Lawabdar,Peach Iced Tea,Roti,Subzi Kurkure Kebab,Subzi Sunheri,Sweet Corn Soup (VEG),Veg Sweet Corn Soup,Wonton & Noodle Soup (VEG)"
Detail,2023-08-06 22:09:56+00:00,3107,TB,,4330.0,649.8999999999999,15.00923787528868,,Dine in,4,"BUTTER PUDINA PARATHA,Bhara Hua Aloo,Butter Naan,DIET COKE,Missi Roti,Multani Murgh,Papad Fried,Reshmi Paneer,Roti,Tandoori Chicken (HALF),Virgin Mojito"
Detail,2023-09-03 22:45:50+00:00,4921,Multiple,,14925.0,2239.4,15.004355108877721,,Personal Dine In Room,PDR 1,"BUTTER GARLIC ROTI,Butter Paratha,Chicken Kebabs (Chicken Reshmi),Chicken Kebabs (Murg Bemisal),DAL KHICHDI,Dingri Lasooni,Edemunchi Chicken,Exotic Stir Fried Vegetable,FRESH LIME SODA,FRESH LIME WATER,French Fries,Ludhiyani Tangdi,PALAK PANEER,Paneer Ke Shikanje,Rawas (Koliwada),Soda,Sol Kadi"
Detail,2023-08-19 23:14:09+00:00,3969,Multiple,,13545.0,2032.2999999999997,15.004060538944257,,Dine in,30,"Blue Sea,Burnt Garlic Soup (CHICKEN),Burnt Garlic Soup (VEG),Butter Kulcha,Butter Roti,Crispy Spinach Paneer,Ginger Ale,Juices Natural,Kung Pao Chicken,Multani Murgh,Mushroom Galauti,PAN FRIED NOODLES (CHICKEN),Plain Kulcha,Prawns (100 GMS),Spicy Crab Soup,Subzi Lahori"
